book_name,book_url,book_author,book_introduction 
"Cisco Router Configuration Handbook, 2nd Edition",http://www.allitebooks.org/cisco-router-configuration-handbook-2nd-edition/,Andrew Whitaker,"Locating reliable Cisco router configuration command information can require extensive, time-consuming research. Cisco Router Configuration Handbook, 2/e, is the solution: a day-to-day reference to the most widely used Cisco router features and configurations. Straight from Cisco experts, it covers every facet of router configuration, including fundamentals, network protocols,…"
Co-design Approaches to Dependable Networked Control Systems,http://www.allitebooks.org/co-design-approaches-to-dependable-networked-control-systems/,David Hucaby,"This book describes co-design approaches, and establishes the links between the QoC (Quality of Control) and QoS (Quality of Service) of the network and computing resources. The methods and tools described in this book take into account, at design level, various parameters and properties that must be satisfied…"
"Computer Networks, 5th Edition",http://www.allitebooks.org/computer-networks-5th-edition/,Steve McQuerry,"Computer Networks, 5/e is appropriate for Computer Networking or Introduction to Networking courses at both the undergraduate and graduate level in Computer Science, Electrical Engineering, CIS, MIS, and Business Departments. Tanenbaum takes a structured approach to explaining how networks work from the inside out. He starts with an…"
Core and Metro Networks,http://www.allitebooks.org/core-and-metro-networks/,Christophe Aubrun,"Find out everything you need to know about how current networks will have to evolve to provide for future broadband services In this book, the authors provide an overview of the status, challenges, architectures, and technological solutions for core and metropolitan networks. Furthermore, the book describes the current…"
"Deploying Cisco Wide Area Application Services, 2nd Edition",http://www.allitebooks.org/deploying-cisco-wide-area-application-services-2nd-edition/,Daniel Simon,"Implement advanced WAN optimization, application acceleration, and branch virtualization with Cisco WAAS 4.1 This book brings together all the information you need to design and deploy scalable, transparent application acceleration, WAN optimization, and branch virtualization solutions with dramatically improved Wide Area Application Services (WAAS) 4.1 products from Cisco…."
Femtocells Design and Application,http://www.allitebooks.org/femtocells-design-and-application/,Ye-Qiong Song,"This in-depth resource provides comprehensive coverage of femtocells and how they integrate with existing 3G and emerging wireless protocols and standards. Femtocells: Design & Application provides a technical roadmap for migrating to femtocell technology, covering network architecture, media protocols, system performance, and security issues. Detailed architectural diagrams illustrate…"
Femtocells: Technologies and Deployment,http://www.allitebooks.org/femtocells-technologies-and-deployment/,Andrew Tanenbaum,"This book provides an in-depth guide to femtocell technologies In this book, the authors provide a comprehensive and organized explanation of the femtocell concepts, architecture, air interface technologies, and challenging issues arising from the deployment of femtocells, such as interference, mobility management and self-organization. The book details a…"
Fundamentals of Sensor Network Programming,http://www.allitebooks.org/fundamentals-of-sensor-network-programming/,David Wetherall,"This book provides the basics needed to develop sensor network software and supplements it with many case studies covering network applications. It also examines how to develop onboard applications on individual sensors, how to interconnect these sensors, and how to form networks of sensors, although the major aim…"
GSM/EDGE: Evolution and Performance,http://www.allitebooks.org/gsmedge-evolution-and-performance/,Alexandros Stavdas,"With over four billion subscribers Worldwide, GSM/EDGE is by farthe World’s most successful communications technology of all time.Ubiquitous, deployed in every country of the World, except in Japanand South Korea, GSM/EDGE is the result of a continued evolutionthat has spanned over two decades. A leading team of experts…"
LTE Security,http://www.allitebooks.org/lte-security/,Dan Forsberg,"Addressing the security solutions for LTE, a cellular technology from Third Generation Partnership Project (3GPP), this book shows how LTE security substantially extends GSM and 3G security. It also encompasses the architectural aspects, known as SAE, to give a comprehensive resource on the topic. Although the security for…"
"MIMO-OFDM for LTE, WiFi and WiMAX",http://www.allitebooks.org/mimo-ofdm-for-lte-wifi-and-wimax/,Günther Horn,"MIMO-OFDM for LTE, WIFI and WIMAX: Coherent versus Non-Coherent and Cooperative Turbo-Transceivers provides an up-to-date portrayal of wireless transmission based on OFDM techniques augmented with Space-Time Block Codes (STBCs) and Spatial-Division Multiple Access (SDMA). The volume also offers an in-depth treatment of cutting-edge Cooperative Communications. This monograph collates…"
MIMO-OFDM Wireless Communications with MATLAB,http://www.allitebooks.org/mimo-ofdm-wireless-communications-with-matlab/,Valtteri Niemi,"MIMO-OFDM is a key technology for next-generation cellularcommunications (3GPP-LTE, Mobile WiMAX, IMT-Advanced) as well as wireless LAN (IEEE 802.11a, IEEE 802.11n), wireless PAN (MB-OFDM), and broadcasting (DAB, DVB, DMB). In MIMO-OFDM Wireless Communications with MATLAB, the authors provide a comprehensive introduction to the theory and practice ofwireless channel…"
Mobile Handset Design,http://www.allitebooks.org/mobile-handset-design/,Wolf-Dietrich Moeller,"The evolution of mobile communication standards presents numerouschallenges in mobile handset design. Designers must continue toturn out handsets that maintain high device performance and airinterface compatibility, while at the same time shrink powerconsumption, form factors, and costs. Mobile Handset Design is uniquely written to equipprofessionals and students with…"
Mobile Intelligence,http://www.allitebooks.org/mobile-intelligence/,Lajos Hanzo,Focuses on learning patterns and knowledge from data generated by mobile users and mobile technology. Covers research and application issues in applying computational intelligence applications to mobile computing. Delivers benefits to a wide range of applications. Introduces the state of the art of computational intelligence to the mobile…
Mobile Positioning and Tracking,http://www.allitebooks.org/mobile-positioning-and-tracking/,Li Wang,"This book presents the most recent state of the art in mobilepositioning and tracking techniques. This book discusses mobile positioning solutions applied on topof current wireless communication networks. In addition, theauthors introduce advanced and novel topics such as localization inheterogeneous and cooperative networks, providing a unifiedtreatment of the…"
Mobile WiMAX,http://www.allitebooks.org/mobile-wimax/,Ming Jiang,"Presenting the new IEEE 802.16m standard, this is the first book to take a systematic, top-down approach to describing Mobile WiMAX and its next generation, giving detailed algorithmic descriptions together with explanations of the principles behind the operation of individual air-interface protocols and network components."
Modelling and Dimensioning of Mobile Wireless Networks,http://www.allitebooks.org/modelling-and-dimensioning-of-mobile-wireless-networks/,Yosef Akhtman,"This book is a must-read for all network planners and other professionals wishing to improve the quality and cost efficiency of 3G and LTE networks In this book, the authors address the architecture of the 2/3G network and the Long Term Evolution (LTE) network. The book proposes analytical…"
Network Modeling and Simulation,http://www.allitebooks.org/network-modeling-and-simulation/,Chung Kang,"Network Modeling and Simulation is a practical guide to using modeling and simulation to solve real-life problems. The authors give a comprehensive exposition of the core concepts in modeling and simulation, and then systematically address the many practical considerations faced by developers in modeling complex large-scale systems. The…"
Network Security Auditing,http://www.allitebooks.org/network-security-auditing/,Jaekwon Kim,"This complete new guide to auditing network security is an indispensable resource for security, network, and IT professionals, and for the consultants and technology partners who serve them. Cisco network security expert Chris Jackson begins with a thorough overview of the auditing process, including coverage of the latest…"
"Networking All-in-One For Dummies, 4th Edition",http://www.allitebooks.org/networking-all-in-one-for-dummies-4th-edition/,Doug Lowe,"So you’re in charge of a network? That’s great – and a great big job! Let this book be your one-stop guide. You’ll find out about network standards, popular network operating systems, servers, how to plan and set up a network, security secrets, troubleshooting recommendations, what to do…"
NX-OS and Cisco Nexus Switching,http://www.allitebooks.org/nx-os-and-cisco-nexus-switching/,David Jansen,Cisco Nexus switches and the new NX-OS operating system are rapidly becoming the new de facto standards for data center distribution/aggregation layer networking. NX-OS builds on Cisco IOS to provide advanced features that will be increasingly crucial to efficient data center operations. NX-OS and Cisco Nexus Switching is…
Short Message Service (SMS),http://www.allitebooks.org/short-message-service-sms/,Kevin Corbin,"Contributions from Finn Trosby, Kevin Holley, Ian Harris Written to celebrate the 25 th anniversary of SMS standardization by the people who produced the standards, Short Message Service (SMS): The Creation of Personal Text Messaging, describes the development of the SMS standard and its ongoing evolution. The standardization…"
SIP Trunking,http://www.allitebooks.org/sip-trunking/,Ron Fuller,"Most large enterprises have switched to IP telephony, and service provider backbone networks have largely converted to VoIP transport. But there’s a key missing link: most businesses still connect to their service providers via old-fashioned, inflexible TDM trunks. Now, three Cisco experts show how to use Session Initiation…"
Systems Engineering in Wireless Communications,http://www.allitebooks.org/systems-engineering-in-wireless-communications/,Finn Trosby,This book provides the reader with a complete coverage of radio resource management for 3G wireless communications Systems Engineering in Wireless Communications focuses on the area of radio resource management in third generation wireless communication systems from a systems engineering perspective. The authors provide an introduction into cellular…
TcL Scripting for Cisco IOS,http://www.allitebooks.org/tcl-scripting-for-cisco-ios/,Friedhelm Hillebrand,"You’ll learn easy techniques for creating, using, and modifying Tcl scripts that run directly on Cisco network devices from the Cisco IOS command line. The authors first teach basic Tcl commands and concepts for capturing and manipulating data and for querying or controlling Cisco equipment. Building on these…"
Ultra Wideband Systems with MIMO,http://www.allitebooks.org/ultra-wideband-systems-with-mimo/,Ian Harris,"Up-to-date coverage of the cutting-edge research on UWB Systems with Multiple Antennas. In this book, the authors investigate the benefits of combining UWB and MIMO technologies; highlighting five aspects of this promising research field: channel capacity, space-time coding,beam forming and localization, time-reversal transmission, and UWB-MIMO relay. The book…"
Wideband Beamforming: Concepts and Techniques,http://www.allitebooks.org/wideband-beamforming-concepts-and-techniques/,Kevin Holley,"This book provides an excellent reference for all professionals working in the area of array signal processing and its applications in wireless communications. Wideband beamforming has advanced with the increasing bandwidth in wireless communications and the development of ultra wideband (UWB) technology. In this book, the authors address…"
WiMAX Security and Quality of Service,http://www.allitebooks.org/wimax-security-and-quality-of-service/,ATM Zakaria Swapan,"WiMAX is the first standard technology to deliver true broadbandmobility at speeds that enable powerful multimedia applicationssuch as Voice over Internet Protocol (VoIP), online gaming, mobileTV, and personalized infotainment. WiMAX Security and Quality of Service, focuses on the interdisciplinary subject of advancedSecurity and Quality of Service (QoS) in…"
"Wireless Communications, 2nd Edition",http://www.allitebooks.org/wireless-communications-2nd-edition/,Christina Hattingh,"Wireless communications has grown rapidly over the past decadefrom a niche market into one of the most important, fast movingindustries. Fully updated to incorporate the latest research anddevelopments, Wireless Communications, Second Editionprovides an authoritative overview of the principles andapplications of mobile communication technology. The author provides an in-depth…"
4G Wireless Video Communications,http://www.allitebooks.org/4g-wireless-video-communications/,Ajay Luthra,"A comprehensive presentation of the video communication techniques and systems, this book examines 4G wireless systems which are set to revolutionise ubiquitous multimedia communication. 4G Wireless Video Communications covers the fundamental theory and looks at systems’ descriptions with a focus on digital video. It addresses the key topics…"
"Advanced Wireless Networks: Cognitive, Cooperative & Opportunistic 4G Technology, 2nd Edition",http://www.allitebooks.org/advanced-wireless-networks-cognitive-cooperative-opportunistic-4g-technology-2nd-edition/,Haohong Wang,"With 40# new material the new edition of Advanced Wireless Networks provides a comprehensive representation of the key issues in 4G wireless networks. Focussing on cognitive, cooperative and opportunistic paradigms to provide further increase in network efficiency, the book explores and addresses issues in wireless internet, mobile cellular…"
Beginning OpenVPN 2.0.9,http://www.allitebooks.org/beginning-openvpn-2-0-9/,Lisimachos Kondi,"This book is an easy introduction to OpenVPN. While providing only necessary theoretical background, it takes a practical approach, presenting plenty of examples. It is written in a friendly style making this complex topic easy and a joy to read. It first covers basic VPN concepts, then moves…"
"Beyond 3G – Bringing Networks, Terminals and the Web Together",http://www.allitebooks.org/beyond-3g-bringing-networks-terminals-and-the-web-together/,Song Ci,"Giving a sound technical introduction to 3GPP LTE and SAE, this book explains the decisions taken during standardization while also examining the likely competition for LTE such as HSPA+ and WiMAX. As well as looking at next generation network technologies, Beyond 3G – Bringing Networks, Terminals and the…"
"Cisco ASA, 2nd Edition",http://www.allitebooks.org/cisco-asa-2nd-edition/,Beatriz Lorenzo,"Cisco ASA: All-in-One Firewall, IPS, Anti-X and VPN Adaptive Security Appliance, Second Edition, is Cisco’s authoritative practitioner’s guide to planning, deploying, managing, and troubleshooting security with Cisco ASA. Written by two leading Cisco security experts, this book presents each Cisco ASA solution in depth, offering comprehensive sample configurations,…"
Cisco IOS XR Fundamentals,http://www.allitebooks.org/cisco-ios-xr-fundamentals/,Savo Glisic,"Cisco IOS XR Fundamentals is a systematic, authoritative guide to configuring routers with Cisco IOS XR, the next-generation flagship Cisco Internet operating system. In this book, a team of Cisco experts brings together quick, authoritative, and example-rich reference information for all the commands most frequently used to configure…"
"Cisco Routers for the Desperate, 2nd Edition",http://www.allitebooks.org/cisco-routers-for-the-desperate-2nd-edition/,Markus Feilner,"Cisco routers and switches are the cornerstones of many networks. But when things break, repairs can intimidate even the most competent administrator. Luckily, just knowing the “in case of emergency” basics will take you far. Just like the original, this second edition of the highly acclaimed Cisco Routers…"
Cognitive Radio Networks,http://www.allitebooks.org/cognitive-radio-networks/,Norbert Graf,"Giving a basic overview of the technologies supporting cognitive radio this introductory-level text follows a logical approach, starting with the physical layer and concluding with applications and general issues. It provides a background to advances in the field of cognitive radios and a new exploration of how these…"
"GSM Architecture, Protocols and Services, 3rd Edition",http://www.allitebooks.org/gsm-architecture-protocols-and-services-3rd-edition/,Martin Sauter,"With around 3 billion subscribers, GSM is the world’s most commonly used technology for wireless communication. Providing an overview of the innovations that have fuelled this phenomena, GSM: Architecture, Protocols and Services, Third Edition offers a clear introduction to the field of cellular systems. Special emphasis is placed…"
Head First Networking,http://www.allitebooks.org/head-first-networking/,Jazib Frahim,"Frustrated with networking books so chock-full of acronyms that your brain goes into sleep mode? Head First Networking’s unique, visually rich format provides a task-based approach to computer networking that makes it easy to get your brain engaged. You’ll learn the concepts by tying them to on-the-job tasks,…"
HSPA Performance and Evolution,http://www.allitebooks.org/hspa-performance-and-evolution/,Jun Liu,"Written from an operator’s viewpoint, HSPA Performance and Evolution explores the lessons learned and techniques developed for optimally deploying HSPA (High Speed Packet Access). The essential distinctions between rolling out HSPA compared to earlier UMTS and GSM technologies are explained covering the many issues that must be specifically…"
IMS,http://www.allitebooks.org/ims/,Martin Feuerstein,"Providing an holistic approach to IMS technologies, IMS: A Development and Deployment Perspective explores service architecture for development and delivery of IMS services. Approaching IMS from the perspective of the user and the service provider it examines both the current state of deployment and future trends. The book…"
LTE and the Evolution to 4G Wireless: Design and Measurement Challenges,http://www.allitebooks.org/lte-and-the-evolution-to-4g-wireless-design-and-measurement-challenges/,Pablo Tapia,"From both a technical and a practical point of view, there is much to examine, evaluate and understand in the new 3GPP LTE cellular technology before its projected deployment in 2010. This book, written by Agilent engineers in collaboration with Anite engineers and LTE expert Dr K. F…."
LTE for UMTS – OFDMA and SC-FDMA Based Radio Access,http://www.allitebooks.org/lte-for-umts-ofdma-and-sc-fdma-based-radio-access/,Yasmin Karimli,"From the editors of the highly successful WCDMA for UMTS, this new book gives a complete and up-to-date overview of Long Term Evolution (LTE) in a systematic and clear manner. It starts with an in-depth explanation of the background and standardization process before moving on to examine the…"
LTE: The UMTS Long Term Evolution,http://www.allitebooks.org/lte-the-umts-long-term-evolution/,Chitra Balakrishna,"LTE: The UMTS Long Term Evolution provides the reader with a comprehensive system-level understanding of LTE, built on explanations of the theories which underlie it. The book is the product of a collaborative effort of key experts representing a wide range of companies actively participating in the development…"
Mobile Peer to Peer (P2P),http://www.allitebooks.org/mobile-peer-to-peer-p2p/,David Moro Fernandez,"Explore the potential of mobile P2P networks Mobile Peer to Peer (P2P): A Tutorial Guide discusses the potential of wireless communication among mobile devices forming mobile peer to peer networks. This book provides the basic programming skills required to set up wireless communication links between mobile devices, offering…"
Network Know-How,http://www.allitebooks.org/network-know-how/,Khalid Al-Begain,"Network Know-How is your guide to connecting your machines, filled with practical advice that will show you how to get things done. You’ll learn the nitty-gritty of network setup, design, and maintenance, from running cables and placing wireless access points to configuring file sharing and printing. This practical…"
"Sams Teach Yourself TCP/IP in 24 Hours, 4th Edition",http://www.allitebooks.org/sams-teach-yourself-tcpip-in-24-hours-4th-edition/,Luis Angel Galindo,"In just 24 lessons of one hour or less, you will uncover the inner workings of TCP/IP. Using a straightforward, step-by-step approach, each lesson builds on the previous ones, enabling you to learn the essentials of TCP/IP from the ground up. If you’re looking for a smart, concise…"
UMTS Networks and Beyond,http://www.allitebooks.org/umts-networks-and-beyond/,Agilent Technologies,An all-encompassing coverage on UMTS Networks including an in-depth discussion of current work on UMTS evolution and 4G. UMTS Networks and Beyond offers a comprehensive introduction to the networking aspects of UMTS and the networks coming after UMTS. The book is unique in that it systematically compares how…
Video and Multimedia Transmissions over Cellular Networks,http://www.allitebooks.org/video-and-multimedia-transmissions-over-cellular-networks/,Moray Rumney,"This excellent reference provides detailed analysis and optimization aspects of live 3G mobile communication networks Video and Multimedia Transmissions over Cellular Networks describes the state-of-the-art in the transmission of multimedia over cellular networks, evaluates the performance of the running system based on the measurements and monitoring of live…"
Wireless and Mobile Networks Security,http://www.allitebooks.org/wireless-and-mobile-networks-security/,Hakima Chaouchi,"This book provides a thorough examination and analysis of cutting-edge research and security solutions in wireless and mobile networks. It begins with coverage of the basic security concepts and fundamentals which underpin and provide the knowledge necessary for understanding and evaluating security issues, challenges, and solutions. This material…"
XMPP: The Definitive Guide,http://www.allitebooks.org/xmpp-the-definitive-guide/,Maryline Laurent-Maknavicius,"This practical book provides everything you need to know about the Extensible Messaging and Presence Protocol (XMPP) — the open technology for real-time communication used in instant messaging, Voice over IP, real-time collaboration, social networking, microblogging, lightweight middleware, cloud computing, and more. XMPP: The Definitive Guide walks you…"
Cellular Authentication for Mobile and Internet Services,http://www.allitebooks.org/cellular-authentication-for-mobile-and-internet-services/,Kevin Smith,"An invaluable reference discussing the Generic Authentication Architecture (GAA), its infrastructure, usage and integration into existing networks Cellular Authentication for Mobile and Internet Services introduces the reader into the field of secure communication for mobile applications, including secure web browsing with a phone or PC, Single Sign-On (SSO),…"
End-to-End Network Security,http://www.allitebooks.org/end-to-end-network-security/,Peter Saint-Andre,"End-to-End Network Security is designed to counter the new generation of complex threats. Adopting this robust security strategy defends against highly sophisticated attacks that can occur at multiple locations in your network. The ultimate goal is to deploy a set of security capabilities that together create an intelligent,…"
Home Networking All-in-One Desk Reference For Dummies,http://www.allitebooks.org/home-networking-all-in-one-desk-reference-for-dummies/,Remko Troncon,"If your household harbors more than one computer, you’ve probably wondered about home networking. Maybe you’ve gone so far as to start setting up a network and given up in frustration. Well, now you can relax. Home Networking All-In-One Desk Reference For Dummies has come to the rescue!…"
Indoor Radio Planning,http://www.allitebooks.org/indoor-radio-planning/,Dr. Silke Holtmanns,"Mobile wireless applications are a good way to increase productivity, improve customer service and streamline business processes. 3G mobile applications, however, bring a unique challenge: ensuring adequate in-building coverage. Indoor Radio Planning provides an overview of mobile networks systems and coverage solutions for cellular networks in buildings. The…"
Modelling the Wireless Propagation Channel,http://www.allitebooks.org/modelling-the-wireless-propagation-channel/,N. Asokan,"A practical tool for propagation channel modeling with MATLAB(r) simulations. Many books on wireless propagation channel provide a highly theoretical coverage, which for some interested readers, may be difficult to follow. This book takes a very practical approach by introducing the theory in each chapter first, and then…"
Multi-Carrier and Spread Spectrum Systems,http://www.allitebooks.org/multi-carrier-and-spread-spectrum-systems/,Pekka Laitinen,"The technological progress in multi-carrier (MC) modulation led orthogonal frequency division multiplexing (OFDM) to become an important part of beyond 3G cellular mobile communication standards, including LTE and WiMAX. In addition, the flexibility offered by the spread spectrum (SS) and time division multiplexing (TDM) techniques motivated many researchers…"
Router Security Strategies: Securing IP Network Traffic Planes,http://www.allitebooks.org/router-security-strategies-securing-ip-network-traffic-planes/,Philip Ginzboorg,"Router Security Strategies: Securing IP Network Traffic Planes provides a compre-hensive approach to understand and implement IP traffic plane separation and protection on IP routers. This book details the distinct traffic planes of IP networks and the advanced techniques necessary to operationally secure them. This includes the data,…"
Testing UMTS,http://www.allitebooks.org/testing-umts/,Valtteri Niemi,"A modern mobile phone is a highly complex electronic system made up from a variety of diverse sub-systems, all of which must work seamlessly together. Today’s users have very high expectations which set tough demands on manufacturers as they introduce third generation technology. While quality, in terms of…"
The Book of IMAP,http://www.allitebooks.org/the-book-of-imap/,Peer Hartleben,"IMAP (the Internet Message Access Protocol) allows clients to access their email on a remote server, whether from the office, a remote location, or a cell phone or other device. IMAP is powerful and flexible, but it's also complicated to set up; it's more difficult to implement than…"
The Book of PF: A No-Nonsense Guide to the OpenBSD Firewall,http://www.allitebooks.org/the-book-of-pf-a-no-nonsense-guide-to-the-openbsd-firewall/,Peer Heinlein,"OpenBSD’s stateful packet filter, PF, offers an amazing feature set and support across the major BSD platforms. Like most firewall software though, unlocking PF’s full potential takes a good teacher.Peter N.M. Hansteen’s PF website and conference tutorials have helped thousands of users build the networks they need using…"
3G Evolution: HSPA and LTE for Mobile Broadband,http://www.allitebooks.org/3g-evolution-hspa-and-lte-for-mobile-broadband/,Peter Hansteen,"This very up-to-date and practical book, written by engineers working closely in 3GPP, gives insight into the newest technologies and standards adopted by 3GPP, with detailed explanations of the specific solutions chosen and their implementation in HSPA and LTE. The key technologies presented include multi-carrier transmission, advanced single-carrier…"
"Advanced Wireless Communications: 4G Cognitive and Cooperative Broadband Technology, 2nd Edition",http://www.allitebooks.org/advanced-wireless-communications-4g-cognitive-and-cooperative-broadband-technology-2nd-edition/,Erik Dahlman,"Wireless communications continue to attract the attention of both research community and industry. Since the first edition was published significant research and industry activities have brought the fourth generation (4G) of wireless communications systems closer to implementation and standardization. ""Advanced Wireless Communications"" continues to provide a comparative study…"
Coding Theory,http://www.allitebooks.org/coding-theory/,Johan Skold,"One of the most important key technologies for digital communication systems as well as storage media is coding theory. It provides a means to transmit information across time and space over noisy and unreliable communication channels. Coding Theory: Algorithms, Architectures and Applications provides a concise overview of channel…"
Configuration Guide for Asterisk PBX,http://www.allitebooks.org/configuration-guide-for-asterisk-pbx/,Per Beming,Asterisk is one of the most important open source softwares for IP telephony. Since it was first released in 1999 it has been transforming and innovating the whole telephony market. The Configuration Guide for Asterisk PBX is a text book dedicated for people who wants to learn Asterisk….
Efficient Methods for WCDMA Radio Network Planning and Optimization,http://www.allitebooks.org/efficient-methods-for-wcdma-radio-network-planning-and-optimization/,Stefan Parkvall,"Elaborate planning is of paramount importance for the cost-efficient implementation and operation of modern moblie radio networks. Fast and precise methods for the performace evaluation are key ingredients of the planning process. Current planning methods however, often lack accuracy and computational efficiency."
Fundamentals of WiMAX,http://www.allitebooks.org/fundamentals-of-wimax/,Savo Glisic,"Lightweight Directory Access Protocol (LDAP) is the standard for directory information access and is the underlying protocol for a variety of email systems, Web systems, and enterprise applications. LDAP enables central management of users, groups, devices, and other data, thereby simplifying directory management and reducing the total cost…"
Juniper Networks Secure Access SSL VPN Configuration Guide,http://www.allitebooks.org/juniper-networks-secure-access-ssl-vpn-configuration-guide/,Andre Neubauer,"Juniper Networks Secure Access SSL VPN appliances provide a complete range of remote access appliances for the smallest companies up to the largest service providers. As a system administrator or security professional, this comprehensive configuration guide will allow you to configure these appliances to allow remote and mobile…"
MIMO Wireless Communications,http://www.allitebooks.org/mimo-wireless-communications/,Jurgen Freudenberger,"Multiple-input multiple-output (MIMO) technology constitutes a breakthrough in the design of wireless communications systems, and is already at the core of several wireless standards. Exploiting multipath scattering, MIMO techniques deliver significant performance enhancements in terms of data transmission rate and interference reduction. This book is a detailed introduction…"
Mobile Radio Network Design in the VHF and UHF Bands,http://www.allitebooks.org/mobile-radio-network-design-in-the-vhf-and-uhf-bands/,Adrian Graham,An essential element of radio technology and propagation is how to use radio technology and knowledge of radio propagation to design a network that meets the needs of customers. Mobile Radio Network Design in the VHF and UHF Bands provides the technical and fundamental knowledge required for advanced…
Practical Packet Analysis,http://www.allitebooks.org/practical-packet-analysis/,Nicholas Kirkman,It’s easy enough to install Wireshark and begin capturing packets off the wire – or from the air. But how do you interpret those packets once you’ve captured them? And how can those packets help you to better understand what’s going on under the hood of your network?…
Telecommunications and Data Communications Handbook,http://www.allitebooks.org/telecommunications-and-data-communications-handbook/,Peter Paul,"For an accessible and comprehensive survey of telecommunications and data communications technologies and services, consult the Telecommunications and Data Communications Handbook, which includes information on origins, evolution and meaningful contemporary applications. Find discussions of technologies set in context, with details on fiber optics, cellular radio, digital carrier systems,…"
"UMTS Signaling, 2nd Edition",http://www.allitebooks.org/umts-signaling-2nd-edition/,Chris Sanders,"This completely revised and updated edition of the highly successful UMTS Signaling provides a deep insight into all aspects of UMTS signalling. The chapter structure has been reworked for improved “usability” for readers, as well as including many new features and updates. The successful trial, deployment, operation and…"
WCDMA for UMTS: HSPA Evolution and LTE,http://www.allitebooks.org/wcdma-for-umts-hspa-evolution-and-lte/,Ray Horak,"Written by the leading experts in the field, the best selling book on UMTS is now updated to cover 3GPP High Speed Packet Access (HSPA) evolution (HSPA+) in Release 7 and on-going Long Term Evolution (LTE) activity for Release 8. These technologies enhance the capabilities of the existing…"
Wireless Communications: The Future,http://www.allitebooks.org/wireless-communications-the-future/,Ralf Kreher,"The definitive assessment of how wireless communications will evolve over the next 20 years. Predicting the future is an essential element for almost everyone involved in the wireless industry. Manufacturers predict the future when they decide on product lines to develop or research to undertake, operators when they…"
Advanced Cellular Network Planning and Optimisation,http://www.allitebooks.org/advanced-cellular-network-planning-and-optimisation/,Torsten Ruedebusch,"A highly practical guide rooted in theory to include the necessary background for taking the reader through the planning, implementation and management stages for each type of cellular network. Present day cellular networks are a mixture of the technologies like GSM, EGPRS and WCDMA. They even contain features…"
"CAMEL: Intelligent Networks for the GSM, GPRS and UMTS Network",http://www.allitebooks.org/camel-intelligent-networks-for-the-gsm-gprs-and-umts-network/,Antti Toskala,"Learn how to use CAMEL to transfer the Intelligent Network concept to the mobile world! CAMEL (Customized Application for the Mobile network Enhanced Logic) is a standard for Intelligent Networks for mobile communications networks. It is currently deployed in all regions of the world, enabling mobile network operators…"
History of Wireless,http://www.allitebooks.org/history-of-wireless/,Harri Holma,"This work presents important new insights into how various components and systems evolved. Premised on the idea that one cannot know a science without knowing its history, “History of Wireless” offers a lively new treatment that introduces previously unacknowledged pioneers and developments, setting a new standard for understanding…"
HSDPA/HSUPA for UMTS,http://www.allitebooks.org/hsdpahsupa-for-umts/,William Webb,"From the editors of the highly successful WCDMA for UMTS, this new book provides a comprehensive and up-to-date reference to High Speed Packet Access (HSPA) technologies for WCDMA. The editors cover both HSDPA and HSUPA, including an in-depth description and explanation of 3GPP standards, and expected performance based…"
"Introduction to Mobile Telephone Systems, 2nd Edition",http://www.allitebooks.org/introduction-to-mobile-telephone-systems-2nd-edition/,Lawrence Harte,"This book explains the different types of mobile telephone systems and how they are the evolving from 1st generation analog, through 2nd generation digital to high-speed 3rd generation digital broadband systems. It describes the key components, how they operate and the different types of wireless voice, data and…"
"IPv6 Essentials, 2nd Edition",http://www.allitebooks.org/ipv6-essentials-2nd-edition/,Silvia Hagen,"IPv6 Essentials, Second Edition provides a succinct, in-depth tour of all the new features and functions in IPv6. It guides you through everything you need to know to get started, including how to configure IPv6 on hosts and routers and which applications currently support IPv6. The new IPv6…"
OpenVPN: Building and Integrating Virtual Private Networks,http://www.allitebooks.org/openvpn-building-and-integrating-virtual-private-networks/,Markus Feilner,"This book is a comprehensive guide to using OpenVPN for building both secure VPNs. The book is written in a very friendly style that makes this complex topic easy and a joy to read. It first covers basic VPN concepts, then moves to introduce basic OpenVPN configurations, before…"
QoS and QoE Management in UMTS Cellular Systems,http://www.allitebooks.org/qos-and-qoe-management-in-umts-cellular-systems/,David Soldani,"This comprehensive volume provides state-of-the art guidance on Quality of Service (QoS) and Quality of end-user Experience (QoE) management in UMTS cellular systems, tackling planning, provisioning, monitoring and optimisation issues in a single accessible resource. In addition, a detailed discussion is provided on service applications, QoS concept, architecture…"
"Radio Network Planning and Optimisation for UMTS, 2nd Edition",http://www.allitebooks.org/radio-network-planning-and-optimisation-for-umts-2nd-edition/,Man Li,"Radio Network Planning and Optimisation for UMTS, Second Edition, is a comprehensive and fully updated introduction to WCDMA radio access technology used in UMTS, featuring new content on key developments. Written by leading experts at Nokia, the first edition quickly established itself as a best-selling and highly respected…"
TrixBox Made Easy,http://www.allitebooks.org/trixbox-made-easy/,Renaud Cuny,TrixBox is a telephone system based on the popular open source Asterisk PBX (Private Branch eXchange) Software. TrixBox allows an individual or organization to setup a telephone system with traditional telephone networks as well as Internet based telephony or VoIP (Voice over Internet Protocol). SugarCRM can be integrated…
UMTS Performance Measurement,http://www.allitebooks.org/umts-performance-measurement/,Achim Wacker,UMTS Performance Measurement is a practical guide that explains how to identify and measure the main problems seen in today’s UMTS live networks and will make performance measurement results gathered in the UTRAN environment understandable for the reader. It provides a fundamental background for daily work in the…
